movieId,tag
6004,"flowers,Manoel de Oliveira"
6005,"Stupid hick crap,redneck,stand-up comedy,stand-up comedy,bill engvall,stand-up comedy,Stand Up"
6006,"Ashton Kutcher,Brittany Murphy,castle,chewing gum,europe,fire,france,honeymoon,just married,marriage,married couple,police,prison,vacation,venice,Ashton Kutcher,Ashton Kutcher,sexuality,comedy,family,Seen 2014,Ashton Kutcher,Brittany Murphy,Ashton Kutcher,Brittany Murphy,France,honeymoon,rich people,wedding,Ashton Kutcher,Brittany Murphy,Funny"
6007,"independent film,Steve Guttenberg"
6008,"moral conflict,To See,symbolic,Jean-Pierre Dardenne,Luc Dardenne,5+ out of 5,Jean-Pierre Dardenne,Luc Dardenne,photography,Jean-Pierre Dardenne,murder,TIFF Top 30 of the 2000s"
6009,"brazilian,underworld,Takashi Miike,Takashi Miike"
6010,"detective,guilt,independent film,insult,rivalry,sex,tabloid,violence,Dream Sequence,Fast Food,Hit And Run,Loss Of Daughter,Stabbed In The Back"
6011,"independent film,David Anspaugh"
6012,"bachelor,blackmail,fantasy,fiancée,friends,infidelity,liar,misunderstanding,party,truth,wedding,romcom,Seattle,selma blair,wedding"
6013,"australia,fool,hoodlum,kangaroo,money delivery,not funny,stupid,action,comedy,friendship,funny,innacurate,sexuality,stupid,violence,David McNally,stupid,stupid"
6014,"colleague,conflict,patrol,police academy,safety,security camera,security guard,action,buddy,comedy,Bill Duke,Colm Feore,Eric Roberts,Martin Lawrence,Robinne Lee,Steve Zahn,Timothy Busfield,Wayne Morse,Dennis Dugan,avi,Bob*ola"
6016,"atmospheric,crime,disturbing,drugs,multiple storylines,powerful ending,violence,atmospheric,coming of age,disturbing,multiple storylines,imdb top 250,Africa,atmospheric,based on a book,based on a true story,black comedy,Brazil,Classic,coming of age,crime,disturbing,documentary,drugs,gangsters,imdb top 250,multiple storylines,serial killer,South America,stylized,true story,violence,based on a true story,brazil,drugs,gangs,true story,brazil,based on a true story,multiple storylines,stylized,Brilliant Film,Brazil,imdb top 250,South America,based on a true story,crime,powerful ending,social commentary,disturbing,forceful,harsh,irreverent,stylized,sweeping,brazil,coming of age,gang war,ghetto,photographer,rio de janeiro,street gang,woman director,disturbing,multiple storylines,social commentary,disturbing,based on a book,Brazil,drugs,brasil,atmospheric,crime,crime,drugs,great director,Tragedy,wartime,based on a true story,choppy style,dark,kids with guns,multiple storylines,rio de Janeiro,slow developing,atmospheric,based on a true story,social commentary,true story,atmospheric,Brazil,coming of age,multiple storylines,Seu Jorge,social commentary,stylized,based on a true story,drugs,gangs,gritty,memasa's movies,multiple storylines,Netflix Finland,realistic,violence,based on a true story,Brazil,crime,multiple storylines,true story,atmospheric,based on a true story,black comedy,Brazil,coming of age,crime,dark,drugs,gangs,gangsters,ghetto,imdb top 250,organized crime,Portuguese,Rio de Janeiro,social commentary,South America,stylized,true story,black comedy,imdb top 250,multiple storylines,one of the best movies ever,based on a true story,drugs,multiple storylines,Africa,based on a true story,Classic,multiple storylines,true story,based on a book,Brazil,brutal,drugs,epic,gangsters,imdb top 250,intense,Latin America,Rio de Janeiro,serial killer,South America,true story,R,Alice Braga,favela,favelas,Fernando Meirelles,Matheus Nachtergaele,true story,based on a true story,multiple storylines,powerful ending,realistic,social commentary,stylized,true story,gangs,South America,disturbing,drugs,multiple storylines,stylized,true story,Brazil,gangs,South America,Brazil,disturbing,drugs,stylized,violence,Director: Fernando Meirelles,Director: Kátia Lund,Writer: Bráulio Mantovani,Writer: Paulo Lins,atmospheric,coming of age,crime,drugs,gangs,gangsters,multiple storylines,organized crime,social commentary,stylized,brasil,drugs,based on a true story,drugs,fucked up,organized crime,based on a true story,black comedy,brazil,coming of age,disturbing,multiple storylines,Civil War,brazil,drama,intense,disturbing,drugs,South America,atmospheric,multiple storylines,stylized,amazing photography,atmospheric,based on a true story,brazil,crime,disturbing,drugs,gangs,gangsters,multiple storylines,Portuguese,powerful ending,Rio de Janeiro,social commentary,South America,true story,violence,atmospheric,based on a true story,black comedy,Brazil,crime,disturbing,drugs,gangsters,imdb top 250,multiple storylines,true story,based on a true story,black comedy,crime,dark,disturbing,multiple storylines,based on a true story,Brazil,crime,drugs,gangs,South America,stylized,brazil,imdb top 250,must see,amazing cinematography,atmospheric,cinematography,stylized,Brasil,brazil,crime,international classic,oscar nominee,slam,atmospheric,coming of age,multiple storylines,powerful ending,realistic,social commentary,stylized,amazing photography,stylized,violence,based on a true story,black comedy,crime,true story,Brazil,slum,Thriller,crime,drugs,true story,based on a book,based on a true story,gangsters,true story,based on a true story,Brazil,crime,disturbing,gangs,South America,amazing photography,atmospheric,based on a true story,black comedy,brazil,coming of age,crime,disturbing,drugs,favela,gangs,gangsters,imdb top 250,multiple storylines,organized crime,photography,Portuguese,powerful ending,Rio de Janeiro,social commentary,South America,stylized,true story,violence,empathy,imdb top 250,multiple storylines,brazil,cidade de deus,drugs,Fernando Meirelles,gangs,violence,drugs,amazing photography,atmospheric,black comedy,imdb top 250,powerful ending,Netflix,Fernando Meirelles,Kátia Lund,violent,Brazil,multiple storylines,atmospheric,beautiful,Brazil,depressing,disturbing,drugs,eye-opening,invigorating,multiple storylines,stylized,tough,violence,based on a true story,Brazil,crime,drugs,multiple storylines,South America,stylized,true story,coming of age,crime,gangs,multiple storylines,social commentary,stylized,violence,gangs,gangsters,journalism,organized crime,photo-journalism,photography,violence,dark,killing,realistic,violence,violence: to much for me,amazing photography,atmospheric,black comedy,photography,black comedy,drugs,gangs,crime,based on a true story,black comedy,multiple storylines,powerful ending,social commentary,true story,Brazil,crime,drugs,killing,money,powerful ending,amazing photography,brazil,multiple storylines,stylized,true story,violence,multiple storylines,coming of age,DIVX,disturbing,drama,multiple storylines,realistic,powerful ending,drugs,gangs,multiple storylines,violence,cinematography,gritty,drugs,gangsters,ghetto,amazing photography,based on a true story,multiple storylines,powerful ending,social commentary,Brazil,crime,drugs,Brazil,multiple storylines,social commentary,South America,stylized,Oscar Nominee: Adapted Screenplay,Oscar Nominee: Cinematography,Oscar Nominee: Director,Oscar Nominee: Editing,powerful ending,amazing photography,black comedy,gangs,multiple storylines,stylized,foreign,drugs,amazing photography,need to own,based on a true story,brazil,crime,disturbing,drugs,gangs,imdb top 250,multiple storylines,powerful ending,social commentary,true story,violence,crime,drugs,gangs,atmospheric,powerful ending,social commentary,stylized,true story,atmospheric,coming of age,crime,powerful ending,social commentary,stylized,Brasil,atmospheric,brazil,coming of age,favela,multiple storylines,Rio de Janeiro,South America,stylized,based on a true story,gangster,multiple storylines,multiple storylines,Brazil,disturbing,drugs,foreign,sexy,gangsters,Fernando Meirelles,amazing photography,black comedy,coming of age,great director,sexual assault,amazing photography,multiple storylines,based on a true story,multiple storylines,dvd,documentary,gangs,revolution,teenager,urban,amazing photography,drugs,true story,crime,imdb top 250,multiple storylines,powerful ending,true story,coming of age,multiple storylines,violence,black comedy,stylized,based on a true story,gangs,favelas,gangs,Alice Braga,black comedy,disturbing,Fernando Meirelles,multiple storylines,Rio de Janeiro,stylized,social commentary,based on a true story,black comedy,gangs,multiple storylines,feeling,amazing photography,atmospheric,based on a true story,black comedy,brazil,coming of age,crime,disturbing,drugs,gangs,gangsters,imdb top 250,multiple storylines,Portuguese,powerful ending,Rio de Janeiro,social commentary,South America,stylized,true story,violence,dark,violence,violence: to much for me,atmospheric,black comedy,drugs,social commentary,stylized,multiple storylines,atmospheric,brazil,coming of age,crime,disturbing,multiple storylines,social commentary,disturbing,powerful ending,Bibliothek,documentary,disturbing,gangsters,violence,based on a true story,brazil,multiple storylines,Tumey's DVDs,Nudity (Topless - Brief),Brazil,Nudity (Topless - Brief),wartime,stylized,violence,Brazil,Poverty,based on a book,based on a true story,Nudity (Topless),crime,brazil,atmospheric,Brazil,drugs,based on a true story,Brazil,multiple storylines,crime,gangs,gangsters,want to see again,based on a true story,crime,multiple storylines,violence,Fernando Meirelles,KÃ¡tia Lund (co-director),brazil,drugs,multiple storylines,Portuguese,Rio de Janeiro,South America,brazil,2.5,based on a true story,brazil,Portuguese,South America,multiple storylines,true story,black comedy,coming of age,crime,drugs,gangsters,multiple storylines,social commentary,stylized,violence,drama,foreign,true story,Brazil,crime,depressing,drug dealing,drugs,gangs,ghetto,idiots,losers,multiple storylines,Poverty,punk kids,Rio de Janeiro,scum of the earth,serial killer,soccer,South America,street life,multiple storylines,social commentary,multiple storylines,Portuguese,not seen,atmospheric,brazil,drugs,gangs,multiple storylines,photography,brazil,crime,drugs,gangs,multiple storylines,poverty,South America,brazil,multiple storylines,South America,powerful ending,realistic,touching,atmospheric,drugs,powerful ending,realistic,South America,stylized,coming of age,drug dealing,ghetto,great soundtrack,street life,storytelling,crime,drugs,gangs,gangsters,ghetto,organized crime,atmospheric,drugs,multiple storylines,Brazil,based on a true story,brazil,brazilian,childhood,children,coming of age,crime,drama,drugs,gangs,gangsters,multiple storylines,photographer,photography,Rio de Janeiro,South America,true story,violence,frightning"
6017,"blindfold,Elia Suleiman"
6018,"amazing grace hymn,depression,dogme 95,love,mental illness,mental institution,party"
6019,"cop,courtroom,neo-noir,paralysis,police,sex,sibling relationship,suspense"
6020,"dinner,flower,small town,George Stevens,BD-R,Betamax,CLV,prospect preferred,TCM"
6021,"neo-noir,bleak,deliberate,disturbing,meditative,paranoid,Criterion,dying and death,friendship,hitman,leukemia,paris,planned murder,bleak,deliberate,Netflix Finland,Robby Müller,Criterion,Wim Wenders,Cannes,Criterion,Betamax,Laserdisc CLV,Sven's to see list,criterion,Netflix Finland"
6022,"east los angeles,gang,hood,jail,juvenile prison,lowrider,mexican american,racism,violence,Edward James Olmos,Can't remember,less than 300 ratings"
6023,"atmospheric,CRIME GONE AWRY,elegiac,melancholy,quirky,stylized,UNLIKELY CRIMINALS,bastille,Criterion,louvre,nouvelle vague,robbery,woman between two men,Jean-Luc Godard,Criterion,Jean-Luc Godard,BD-R,Anna Karina,French New Wave,Anna Karina,French New Wave,Jean-Luc Godard,quirky,atmospheric,bad script,overall stupidity,stupid characters,Jean-Luc Godard,Jean-Luc Godard,French New Wave,Criterion,rebels,Jean-Luc Godard,based on a book,Dolores Hitchens,Fool's Gold,French New Wave"
6024,"marriage,tried to be funny and failed,Russell Crowe"
6025,"african american,dark comedy,hip-hop,jeep,rap music,satire,spoof,wheelchair,woman director,hip hop,mockumentary,musicians,Tamra Davis,CLV,mockumentary,music business"
6026,"child murderer,court,cannibalism,interview,murder,sex crime"
6027,"love,vietnam war,woman director,Nancy Savoca,love,River Phoenix,offbeat,River Phoenix,Lili Taylor,River Phoenix"
6028,"diving,musical,navy,treasure"
6029,"acapulco mexico,musical"
6030,"captain,charter boat"
6031,"compassionate,intimate,lavish,moody,passionate,stylized,talky,family,motherhood,Library of Congress,National Film Registry,racial divide,social commentary,social issues,Douglas Sirk,BD-R,Douglas Sirk,melodrama,Sven's to see list,ambition,compassionate,motherhood,passionate,race"
6032,"bridge,paris,teen angst,teenage girl,venice,George Roy Hill,BD-R,Betamax,adventure,Bridge of Sighs,charming film,Diane Lane,gentleman thief,Laurence Olivier,Paris,road trip,romance,teenage girl,Venice,Young love,charming film,Diane Lane,road trip,romance,Young love"
6033,"date,girl next door,independent film,mistaken identity,neighbor,Jonathan Wacks,CLV"
6034,musical
6035,"Jean Gabin,atmospheric,downbeat,elegiac,moody,SELF-DESTRUCTIVE ROMANCE,STAR-CROSSED LOVERS,tense,algiers,Criterion,fugitive,inspector,promise,tourist,Criterion,Julien Duvivier,BD-R,DVD-Video,French,Jean Gabin,Janus 50"
6036,"love letter,secret admirer,summer,summer vacation,teen comedy,teenager,nudity (topless),Betamax,Kelly Preston,Nudity (Topless - Notable)"
6037,"greece,island,love triangle,polyamory,summer,vacation,nudity (topless),archaeology,greek islands,love triangle,menage-a-trois,nude bathing,nude beach,Nudity (Full Frontal - Notable),skinnydipping,summer vacation,threesome,group sex,infidelity,sexuality,Nudity (Full Frontal - Notable),group sex,Valerie Quennessen,Daryl Hannah,Peter Gallagher,group sex,nude beach,threesome"
6038,Keanu Reeves
6039,"adultery,advertising executive,based on movie,infidelity,obsession,red dress,san francisco,Gene Wilder,Gilda Radner,Bibliothek,Nudity (Full Frontal),Kelly LeBrock"
6040,"cowardliness,death penalty,lighthouse,loss of loved one,small town,spirit,witch,witch hunt,dark,Emma Caulfield,ghost,Jonathan Liebesman,small town,tooth fairy,witch,witch hunt,predictable,Jonathan Liebesman,Emma Caulfield,dark,ghost,predictable,tooth fairy"
6041,"catholicism,concentration camp,conscience,doctor,euthanasia,holocaust,nazi,nazi germany,pope,schutzstaffel,vatican,NR,conscience,disturbing,holocaust,intelligent,Ion Caramitru,Nazi Germany,Nazis,Rome,Soundtrack: Armand Amar,Ulrich Mühe,Ulrich Tukur,Writer: Costa-Gavras,Writer: Jean-Claude Grumberg,disturbing,intelligent,trash,Costa-Gavras,holocaust,disturbing,Music,Nazi Germany,Fantastic Foreign Films,Catholicism,conscience,engineers,euthanasia,Jesuit,Nazi Germany,Nazis,Rome,self-sacrifice"
6042,"clerk,interview,nazi,nazi germany,remembrance,subjectivity,secretary,Candid,Educational,Historical,Interview technique,Revealing,André Heller,Othmar Schmiderer,vhs,decisions,documentary,Hitler,interviews,memories,refection,secretary"
6043,"documentary,feminism,independent film,woman director,DVD-R,DVD-RAM,experimental"
6044,"blindness,nudity (topless),Betamax"
6045,"drugs,drugs"
6046,"John Berry,BD-R,prospect preferred"
6047,"classic noir,hand grenade,suspense,war veteran,less than 300 ratings,John Cromwell,1940s,betrayal,film noir,bogart,film noir"
6048,"hospital,island,priest,prisoner,quicksand,rescue,volcano,Mervyn LeRoy"
6049,based on novel or book
6050,"sport,animal picture,football,sports"
6051,"atmospheric,bleak,deliberate,forceful,gritty,matter-of-fact,moody,tense,church choir,Criterion,disc jockey,drugs,film and cinema,jamaica,marijuana,midnight movie,murder,music,New World Pictures,parish,record label,record producer,recording contract,reggae,bleak,deliberate,atmospheric,bleak,reggae,tense,Criterion,Perry Henzell,DVD-RAM,reggae,rudies,Beverly Anderson,Carol Lawes,Janet Bartley,Joanne Dunn,Lucia White,reggae,Sandra Redwood,Criterion,wired 50 greatest soundtracks"
6052,less than 300 ratings
6054,"crete,emerald,teenage girl"
6055,"brother,drugs,harlem,mafia"
6056,"woman director,R,Coline Serreau"
6057,"biker,gang,loss of loved one,motor sport,motorcycle,parent child relationship,motorcycle,wanna-be gangters,action,motorcycle,racing,motorcycle"
6058,"ambulance,hospital,premonition,sequel,violent,tv,gore,Nudity (Topless),premonition,violent,Premonition,franchise,nudity (topless),bad acting,writing,death,Nudity (Topless),sadistic,tv quality,unsuspenseful,weak sequel,sequel,Walked out/didn't finish,Nudity (Topless),sadistic,David R. Ellis,gore,gory,hospital,premonition,slapstick,gore,sadistic,sequel,slasher,teen,thriller,violent,Ali Larter,bad acting,gore,Nudity (Topless),violent,gore,gory,Nudity (Topless),sadistic,owned,franchise,gore,premonition,violent,Nudity (Topless),premonition,sadistic,violent,premonition,Ali Larter,slapstick,fate,gore,gory,Nudity (Topless),premonition,supernatural,violent,death,gore,premonition,sadistic,violent,Final Destination Series,sequel,cheating death,death,fast paced,fate,gory,premonition,supernatural,violent,gore,Nudity (Topless),sadistic,violent,gore,gory,just a teen movie,violent,cheating death,death,fate,gore,just a teen movie,Nudity (Topless),but better!,just a teen movie"
6059,"twist ending,cia,extramarital affair,spy,Al Pacino,Suspense,acting,espionage,no fa cap ganes,predictable,Brian Rhodes,Bridget Moynahan,Eugene Lipinski,Gabriel Macht,Kenneth Mitchell,Al Pacino,a list,Al Pacino,Gfei own it,watched 2006,Al Pacino,Al Pacino,Colin Farrell,spying,Bridget Moynahan,Colin Farrell,Suspense,Al Pacino,Colin Farrell,acting,Suspense,Al Pacino"
6060,"dancing master,guru,indian lead,new love,porn actor,sex,sex comedy,wedding,woman director,True Story +Fiction,better than I expected,cute,Daisy von Scherler Mayer,cute,Bollywood,immigrants,India"
6061,"1940s,israel"
6062,"director,don quixote,movie business,film making,movie business,Plotless Wonder,Keith Fulton,Louis Pepe,vhs,hilarious,behind the scenes,hilarious,movie business,Documentary,Low budget,film making"
6063,"artificial,difficult childhood,loneliness,murder,psychological horror,dismemberment,disturbing,odd,Angela Bettis,Anna Faris,dismemberment,disturbing,doll,Jeremy Sisto,loneliness,odd,psychological,disturbing,loneliness,odd,psychological,doll,Angela Bettis,disturbing,loneliness,odd,psychological,dismemberment,disturbing,doll,loneliness,odd,psychological,dismemberment,disturbing,doll,fucked up,loneliness,odd,psychological,Lucky McKee,DVD-Video,Ocular Amputation,psychological,loneliness,Jeremy Sisto,Avoidant personality disorder,dismemberment,disturbing,doll,fucked up,loneliness,odd,psychological,Rejection,Revenge,Shy girl,Social anxiety,weird,disturbing,loneliness,psychological,disturbing,odd,weird"
6064,"broken jaw,corrupt system,fixed fight,press agent,pride,tall man,Humphrey Bogart,boxing drama,less than 300 ratings,Mark Robson,boxing drama,sport:boxing,BD-R,Tumey's DVDs,boxing drama"
6065,"class differences,factory,naivety,nudist camp,satire,sequel,social satire,trade union,upper class,weapons manufacturer,working class,Peter Sellers,John Boulting,BD-R"
6066,"jack the ripper,sherlock holmes,Arthur Conan Doyle,Bob Clark,less than 300 ratings"
6067,"extramarital affair,family,gang of thieves,master thief,painting,police officer,prosecution,09.01.06,Bibliothek,seen,Colin Farrell,bad Irish accents,Gangland,Ireland"
6068,"brother-in-law,childhood trauma,film noir,foster sister,nightmare,self-defense,Raoul Walsh,genre:western noir"
6069,"movie theater,Basil Dearden"
6070,"bdsm,drugs,erotic movie,japan,opium,prostitute,sadomasochism,sex,yakuza,blindfold,sadomasochistic,To See,nudity (topless),less than 300 ratings,bdsm,blindfold,drugs,erotic movie,japan,nudity (topless),prostitute,sex,Erotic,erotic movie"
6071,"farce,prison,robbery,Peter Sellers,Robert Day"
6072,"bourgeoisie,deceived husband,extramarital affair,paris,wife husband relationship,Claude Chabrol"
6073,"blackmail,gay interest,lawyer,lgbt,lgbt rights,london england,gay,queer,less than 300 ratings,Basil Dearden,Criterion,BD-R,CLV,blackmail,gay,Margaret Diamond,queer,Sylvia Syms,less than 300 ratings"
6074,Betamax
6075,"mentally disabled,Hans Alfredson,01/11,02/11,03/11,04/11,08/10,12/11,class issues,class issues,disability,swedish"
6076,"cold war,iron curtain,love triangle,renegade"
6077,"detective,greece,murder mystery,Guy Hamilton,author:Agatha Christie,character:Hercule Poirot,BD-R,prospect preferred,Diana Rigg,Jane Birkin,Maggie Smith,murder,Peter Ustinov,Whodunnit,less than 300 ratings,dismissed by all. ingenious."
6078,"assault,false identity,flying,kampfjet,pilot,suspense,Clint Eastwood,Cold War,Soviet Union,Cold War,really bad,Cold War,70mm,Anamorphic Blow-Up,aerial dogfights,Clint Eastwood,Cold War,aerial dogfights,really bad,Clint Eastwood"
6079,"alps,mountaineering,swiss alps"
6080,"revenge,war veteran,Chuck Norris"
6081,"gendarmerie,prosecution,saint tropez,traffic warden,French,French,gendarme,police,policewoman,underwear"
6082,"20th century,train robbery,trains,Phillip Borsos,Betamax,less than 300 ratings,1900s,based on a true story,British Columbia,Canada,ex-con,PG,robbery,trains"
6083,"historical figure,writer,atmospheric"
6084,"stealing a chicken,tuberculosis,whorehouse"
6085,"acid,black comedy,post apocalypse,surrealism"
6086,"mike hammer,based on a book,not available from Netflix,not on DVD,adapted from:book,character:Mike Hammer,Mike Hammer,private detective,remake"
6087,"based on novel or book,blindness,golf,independent film,one-night stand,piano player,shower,swimming pool,wrestler,blindness,true story"
6088,"double life,jekyll and hyde,musical,based on a book,Robert Louis Stevenson,alter ego,setting:California,tale:Jekyll&Hyde"
6089,jönsson gang
6090,"ghost,haunting,romance,Betamax,Ghosts,James Caan,Jeff Bridges,Sally Field"
6091,"extramarital affair,gay,gay sex,intrigue,lgbt,madrid,Pedro Almodovar"
6092,"cult film,drugs,friendship,prostitute,remake,sadness,sex,sex comedy,teenager,virgin,nudity (topless),Diane Franklin,Nudity (Full Frontal - Notable),Nudity (Full Frontal - Notable)"
6093,"affectionate,bittersweet,fanciful,heartwarming,lyrical,enchantment,love of one's life,magic,magic show,prince,sorcerer's apprentice,unicorn,animation,anime,bittersweet,heartwarming,unicorns,wizard,America (the band),Jimmy Webb,unicorns,unicorns,animation,fantasy,animation,based on book,bittersweet,heartwarming,Mia Farrow,unicorns,animation,love,lyrical,soundtrack,unicorns,bad voice acting,bittersweet,dark fantasy,unicorns,visually appealing,unicorns,fantasy,Arthur Rankin Jr.,Jules Bass,anime,soundtrack,itaege,Alan Arkin,Animation,Christopher Lee,Enchantments,Jeff Bridges,Loneliness,Mia Farrow,Musical,Rene Auberjonois,Tammy Grimes,Theme Song,Unicorns,animated,magic,wizard,soundtrack,unicorns"
6094,"alien,androgyny,bisexuality,cocaine,disco,drugs,fashion,heroin,punk,rape,sex,aliens,drugs,not available from Netflix,aliens,bisexual,drugs,nyc,Betamax,alien,androgyny,cheesy script,cocaine,corny,David Bowie,drugs,electro,heroin,neon,new wave,nightclub,NYC,surreal,trippy,UFO,visually appealing,visually striking"
6095,"china,contest,martial arts"
6096,"coming out,gay,lgbt,love triangle,coming out,gay,homosexuality,sexuality,adultery,affair,coming out,doctor,gay,Harry Hamlin,television,Betamax,flop,homosexuality"
6097,"egypt,fulci,italian,new york,possession"
6098,"1930s,funeral,grave digger,graveyard,mafia,serbia,small town,comedy"
6099,"dictator,electronic music score,military unit,soldier,1980s,bad editing,big brother,pointless,slow paced,training"
6100,"country house,doctor,lovers,makler,professor,summer,wife,Betamax,DVD-Video,10.06.06,Bibliothek,seen,Relationships,Woody Allen"
6101,"chile,corruption,coup d'etat,Criterion,disappearance,journalist,military,south america,Oscar Nominee: Best Picture,Oscar Nominee: Best Picture 1982,Latin America,politics,South America,Jack Lemmon,Golden Palm,Costa-Gavras,Criterion,Chile,politics,Chile,Golden Palm,Jack Lemmon,Palme d'Or,politics,South America,Chile,conspiracy,disappearance,Melanie Mayron,political intrigue,politics,Sissy Spacek,hope,politics"
6102,Betamax
6103,"black market,catholic,catholic church,money,nun,pope,priest,scandal,sicilian"
6104,"anarchic comedy,british,concert,live,monty python,music,musical,sketch,British,British,Monty Python,Monty Python,British,Monty Python,sketch comedy,jesus,British,Graham Chapman,John Cleese,Michael Palin,Monty Python,no real storyline,sketch comedy,skits,Ian MacNaughton,Terry Hughes,Bechdel Test:Fail,Monty Python,sketch comedy,jesus,Betamax,Gilliam,Monty Python,sketch comedy,British,Monty Python,sketch comedy,skits,spoof,british humor,crazy,live,na dysku,jesus,Graham Chapman,Monty Python,Terry Gilliam,Terry Jones,Monty Python,sketch comedy,John Cleese,Monty Python"
6105,"Poland,construction worker,london england,poland,unrest,Jerzy Skolimowski,less than 300 ratings"
6106,"airplane crash,british columbia,cave in,gold,greed,mine,mining,missing person,murder,prospector,twin brothers"
6107,"World War II,evacuees,fascism,from the view of children,World War II,World War II,Paolo Taviani,Vittorio Taviani,Cannes"
6108,"library,Ettore Scola,Cannes"
6109,"circus performer,fourth of july,nudity (topless),70mm,BD-Video,CLV,Spherical Blow-Up,prospect preferred,Francis Ford Coppola"
6110,tivo
6111,"desert,escape,love,New World Pictures,teenager,temptation,nudity (full frontal),Nudity (Full Frontal - Notable)"
6113,nudity (full frontal)
6114,"episodic,music,drifter,independent film,mental illness,new york,saxophone,amateur,directorial debut,idle,New York City,on dvr,slackers,stopped watching,directorial debut,Betamax"
6115,"female homosexuality,lgbt athlete,olympic athlete,running,sport,bisexual,directorial debut,nudity (topless),Olympics,queer,sports,true story,warner,Nudity (Full Frontal - Notable)"
6116,"musical,parody,pirate,pirates,swashbuckler,adapted from:operetta,pirates,playwright:Gilbert & Sullivan,DVD-R"
6117,"gay,malaya,Crossdressing"
6118,"airplane,chance,Criterion,functionary,libya,lodz,political party,student,train,train station,butterfly effect,slow start,what an ending,split timelines,intellectually stimulating,Criterion,Krzysztof Kieslowski,butterfly effect,intellectually stimulating,Stalinism,intellectually stimulating,Krzysztof Kieslowski,Sven's to see list"
6119,"Christmas,dark comedy,France,christmas,Christmas,Jean-Marie Poiré,adapted from:play,black comedy,Christmas,France,French,French Film,homosexual undertones,queer,black comedy"
6120,"aztec,flying monster,legend,monster,new york city,stop motion,aztec god,campy,creature feature,flying monster,giant monster,Betamax,Aztec,mysterious,mystery,campy,creature feature,giant monster,monster,new york city"
6121,"homosexuality,gay,homosexuality,Jean Genet,Jeanne Moreau,visually interesting"
6122,"celebrity impersonation,laughter,stand-up comedian,stand-up comedy,stand-up comedy,not funny,Richard Pryor,stand-up comedy,Joe Layton,stand-up comedy,stand-up comedy,stand-up comedy,Stand up Comedy"
6123,"Criterion,independent film,documentary,Chris Marker,Criterion,BD-R,Chris Marker,dream-like,visually appealing,Criterion,tivo,Chris Marker,visually appealing,interesting,Japan,not for everyone,Nudity (Topless),dream-like,essay film,film essay"
6124,"escaped convict,kidnapping,neglect,police,politician,ransom,runaway,Pierre De Moro"
6125,"sketch comedy,sketch comedy,Julien Temple,sketch comedy,Gilliam,British sketch comedy,Gilliam,not a movie"
6126,"ACTOR'S LIFE,ALL WASHED UP,downbeat,DRUG ADDICTION,HAUNTED BY THE PAST,melancholy,poignant,stylized,alcohol,Criterion,doctor,drugs,movie star,munich,Criterion,Rainer Werner Fassbinder,BRD trilogy,sequel,Sven's to see list"
6127,"observant,divorce,family relationships,san francisco,tennis court,Alan Parker,Betamax,prospect preferred,100 Essential Female Performances"
6128,Betamax
6129,"Betamax,CLV"
6130,"cia,oil,terrorist"
6131,"pow,prisoner of war,Betamax"
6132,"disturbing,lurid,menacing,tense,detective,new york,razor,violence,whodunit,cinematographer:Luigi Kuveiller,Giallo,disturbing"
6133,"Wim Wenders,01/11,01/12,02/11,03/11,04/11,05/11,06/11,08/10,10/10,11/10,11/11,12/10,12/11"
6134,"bright,ironic,light,upbeat,dance club,satire,singer,woman director,Gillian Armstrong,BD-R,Betamax,bizarre,characters,choreography,eighties,feel good,funny,musical,less than 300 ratings"
6135,"hitchcockian,murder,psychiatrist,BD-R,hitz,prospect preferred,slow"
6136,"Criterion,spain,based on a book,boring,nonsensical,Víctor Erice,BD-R,Betamax"
6137,"king arthur,knight,remake,riddle,adventure,Arthurian legend,bad acting,fantasy,Miles O'Keeffe,Sean Connery,soundtrack,sword and sorcery,sword fight,the wig,Peter Cushing,Sean Connery,Arthurian legend"
6138,"college,New World Pictures"
6139,"architect,based on play or musical,greece,independent film,island,retiree,shakespeare,70mm,Betamax,Spherical Blow-Up"
6140,"rome,video nasty,whodunit,Annemari,murder,Nudity (Topless - Notable),WRITER'S LIFE,Dario Argento,Dario Argento,head through glass,Dario Argento,VHS,Giallo,Italian,Giallo,slasher,Tumey's DVDs,Giallo,Italian"
6142,"alien,archaeologist,mummy,New World Pictures,student,tomb,aliens,college,aliens,college,disease,mummy,mst3k,MST3K,mummy"
6143,"airplane,detective,diamond,disguise,inspector,police,robbery,Peter Sellers,Peter Sellers,Inspector Clouseau (series),BD-R,empty scenario,nothing original,Peter Sellers"
6144,"opera,opera,Franco Zeffirelli,Italian"
6145,"attempted robbery,snake,snakes,Klaus Kinski"
6146,"Oscar (Best Foreign Language Film),José Luis Garci"
6147,"death sentence,resistance,sibling relationship,Michael Verhoeven,01/10,10/09,11/09,12/09,Sentana Filmproduktion"
6148,"unintentional kitsch,chilling,Criterion,pessimistic,racism,touching,alcohol,attack,based on novel or book,black,blood,burglar,canine,controversial,Criterion,dog,hate,hollywood,murder,police,racist,trailer,trainer,vicious,violence,animal attacks,chilling,disturbing,dog,pessimistic,racism,touching,Underrated,Criterion,Samuel Fuller,less than 300 ratings,Criterion"
6149,Betamax
6150,"political satire,BD-R,Betamax"
